id,lon,lat
261,10.9192085,44.6472267
262,10.9191721,44.6463751
263,10.919079,44.644393
264,10.9190116,44.6432318
265,10.9436806,44.653976
266,10.9379197,44.653225
267,10.9371735,44.6531371
268,10.9359494,44.6531772
269,10.9355593,44.6532913
270,10.9343034,44.6537518
271,10.9333782,44.6541626
272,10.9314502,44.6551474
273,10.9294528,44.6561634
274,10.8876343,44.6493048
275,10.8789332,44.6466326
276,10.9504361,44.6391018
277,10.9521493,44.6383867
278,10.9527855,44.6381211
279,10.9534643,44.6378378
280,10.9542367,44.6375216
281,10.9550286,44.6371974
282,10.9557457,44.6369098
283,10.9576225,44.6361736
284,10.9501217,44.639223
285,10.9499269,44.6392199
286,10.948564,44.6389246
287,10.9480958,44.638838
288,10.9471105,44.6387391
289,10.9507701,44.6394563
290,10.950992,44.6395131
291,10.9517292,44.6396574
292,10.9522519,44.6396932
293,10.9532223,44.6397378
294,10.9540509,44.6396828
295,10.9548611,44.6395838
296,10.9562527,44.6413281
297,10.9533798,44.6439678
298,10.959435,44.6354115
299,10.9594688,44.6353966
300,10.960856,44.6348252
301,10.9628738,44.6340024
302,10.9661246,44.6326791
303,10.9683539,44.6318024
304,10.9754221,44.62904
305,10.9775116,44.6282102
306,10.9591533,44.6355917
307,10.9589068,44.6357086
308,10.9586294,44.635842
309,10.9585785,44.6360441
310,10.9573424,44.636272
311,10.9557275,44.639365
312,10.9565449,44.6390301
313,10.9572683,44.6387361
314,10.9517411,44.6357274
315,10.9540557,44.6360074
316,10.953314,44.6350738
317,10.9547208,44.6357175
318,10.956614,44.6349287
319,10.9497375,44.6343944
320,10.9476589,44.6341139
321,10.9488083,44.6335309
322,10.9504948,44.6351187
323,10.9542139,44.6335764
324,10.9486119,44.6322695
325,10.9527063,44.6316269
326,10.9520979,44.6308858
327,10.9537141,44.6302069
328,10.9516262,44.6303142
329,10.9516,44.6300672
330,10.9549159,44.6326685
331,10.9543641,44.6319153
332,10.953155,44.6304391
333,10.9198851,44.643192
334,10.9516368,44.6367062
335,10.952201,44.6326056
336,10.9509589,44.6295946
337,10.9510434,44.6296738
338,10.9436322,44.6277557
339,10.9423712,44.6254695
340,10.9121363,44.6205125
341,10.9103975,44.623528
342,10.911038,44.6233108
343,10.9118739,44.6229725
344,10.9126073,44.6226772
345,10.9134225,44.622351
346,10.9139167,44.6230704
347,10.9145429,44.6239683
348,10.8979564,44.6289502
349,10.9066055,44.6274696
350,10.9081395,44.6273282
351,10.9173362,44.6251759
352,10.9202075,44.6248455
353,10.9236075,44.6244941
354,10.9239852,44.6244431
355,10.9247955,44.6242388
356,10.9256342,44.6237913
357,10.9262887,44.6231832
358,10.9276339,44.6220714
359,10.9284825,44.6215787
360,10.9302879,44.619654
361,10.9348466,44.6151424
362,10.9141668,44.6273591
363,10.9153393,44.6282101
364,10.9190783,44.6316688
365,10.9197746,44.6326985
366,10.9131595,44.6295177
367,10.9212196,44.6326561
368,10.9060314,44.6341091
369,10.9037561,44.6343565
370,10.9031432,44.6344481
371,10.9036548,44.634304
372,10.9060112,44.6340339
373,10.9080357,44.6338327
374,10.9113561,44.6334754
375,10.9194464,44.6326457
376,10.9197571,44.6326174
377,10.9081931,44.6345568
378,10.9083596,44.63502
379,10.9089993,44.6358938
380,10.9094252,44.6363969
381,10.9100259,44.6370009
382,10.9103092,44.6371868
383,10.9109127,44.6374029
384,10.9043322,44.6356844
385,10.9062915,44.6386243
386,10.9067312,44.6390579
387,10.9071868,44.6392843
388,10.910472,44.6403694
389,10.9186869,44.6427335
390,10.9191308,44.642655
391,10.9104185,44.6404515
392,10.9071303,44.6393661
393,10.9066529,44.6391194
394,10.9061716,44.6386805
395,10.9042264,44.6357386
396,10.9002743,44.6316336
397,10.8986634,44.6296639
398,10.8976446,44.6286328
399,10.8946116,44.6251813
400,10.8933383,44.6237647
401,10.8912312,44.6214981
402,10.8900205,44.6202733
403,10.9107601,44.6353112
404,10.9092482,44.6337953
405,10.9097984,44.6343352
406,10.9102423,44.6347782
407,10.9112198,44.6357153
408,10.9117499,44.6359773
409,10.9127048,44.6362654
410,10.9153487,44.6370872
411,10.917206,44.6379863
412,10.9573719,44.641821
413,10.9416284,44.6176947
414,10.949154,44.6244506
415,10.9502707,44.6251804
416,10.9237658,44.6723611
417,10.9561427,44.654741
418,10.9581191,44.6528416
419,10.8713206,44.6514124
420,10.9525106,44.6586613
421,10.9020743,44.6650899
422,10.961012,44.6422076
423,10.8937372,44.6636576
424,10.9279062,44.6700992
425,10.8792304,44.640096
426,10.9322052,44.6240857
427,10.9306978,44.6353911
428,10.9290227,44.6400571
429,10.9311516,44.6402645
430,10.9336962,44.6433104
431,10.9252978,44.6695518
432,10.9298592,44.6669464
433,10.9226914,44.6675986
434,10.9295354,44.6632738
435,10.9292619,44.6602256
436,10.9291709,44.6589057
437,10.9370073,44.6380224
438,10.9350463,44.6393115
439,10.9319836,44.6412906
440,10.9341966,44.6359965
441,10.9341865,44.6357839
442,10.9365878,44.6383127
443,10.9380211,44.6401978
444,10.9363917,44.6409756
445,10.9346053,44.6418316
446,10.9350285,44.6374939
447,10.9367633,44.636704
448,10.9357806,44.6402004
449,10.9749394,44.6616594
450,10.9715465,44.6575752
451,10.9697612,44.6615962
452,10.9610976,44.659006
453,10.9580862,44.6582451
454,10.9569659,44.6582842
455,10.9565293,44.6583516
456,10.9544838,44.6578254
457,10.9544003,44.658181
458,10.9539701,44.6583625
459,10.9732593,44.660055
460,10.9634867,44.648675
461,10.963163,44.6482455
462,10.9621941,44.648371
463,10.9621362,44.6484579
464,10.9622388,44.6488994
465,10.9629549,44.6491984
466,10.9637766,44.6494655
467,10.9535448,44.6580955
468,10.9574194,44.6582198
469,10.9560561,44.6583723
470,10.9555019,44.6583082
471,10.9542857,44.6582506
472,10.954143,44.6583245
473,10.9350183,44.6320873
474,10.9361797,44.6315756
475,10.933182,44.6332491
476,10.9346367,44.6354905
477,10.934916,44.6326115
478,10.9380152,44.6327308
479,10.9364345,44.6310049
480,10.935538,44.6299785
481,10.9356112,44.6297497
482,10.9353138,44.6294126
483,10.9355102,44.6288574
484,10.9363303,44.6290198
485,10.9367583,44.629093
486,10.9369698,44.6292249
487,10.9408635,44.6270102
488,10.9423391,44.6279151
489,10.9431053,44.6262172
490,10.9441421,44.6256852
491,10.9449087,44.62459
492,10.9468781,44.6277026
493,10.9514936,44.6275322
494,10.9443272,44.6263578
495,10.9449898,44.6270265
496,10.9461925,44.6281335
497,10.9448164,44.6259805
498,10.9383891,44.6286391
499,10.9359475,44.630468
500,10.9339871,44.6517649
501,10.9335118,44.6518351
502,10.937323,44.650348
503,10.9358293,44.6486839
504,10.9361655,44.6509894
505,10.9319747,44.6439715
506,10.9314055,44.6471018
507,10.9318614,44.6470968
508,10.9328158,44.6467336
509,10.9338249,44.6463226
510,10.9429788,44.6423548
511,10.9372445,44.6443762
512,10.9424602,44.6403167
513,10.9352378,44.6426288
514,10.9370949,44.6449393
515,10.9415361,44.6429888
516,10.9419917,44.6435465
517,10.9429806,44.646308
518,10.9422734,44.644122
519,10.9434721,44.6438584
520,10.9381627,44.6373264
521,10.940179,44.6389999
522,10.932157,44.6529048
523,10.9302317,44.6527971
524,10.9319144,44.6517662
525,10.9294941,44.6528143
526,10.9316127,44.6515032
527,10.9313461,44.652983
528,10.932002,44.652915
529,10.9292195,44.6421057
530,10.9252506,44.6390347
531,10.9227847,44.6399392
532,10.9215327,44.6402537
533,10.9200138,44.6410355
534,10.9193666,44.6414742
535,10.9189774,44.6419901
536,10.945011,44.6210694
537,10.9452406,44.6214581
538,10.9452264,44.621385
539,10.9452481,44.6217315
540,10.9454867,44.6217273
541,10.938065,44.6413353
542,10.9427421,44.6455299
543,10.9407582,44.6433178
544,10.9410545,44.637412
545,10.9418233,44.6366884
546,10.9418916,44.6367264
547,10.9410941,44.6374416
548,10.9586697,44.6367933
549,10.9578196,44.6328415
550,10.9576532,44.6331296
551,10.9575978,44.6332177
552,10.9688434,44.6285666
553,10.9206311,44.6423896
554,10.9234828,44.6415592
555,10.9253865,44.6410628
556,10.9335453,44.6430796
557,10.9339264,44.6533215
558,10.9507378,44.6303024
559,10.9507411,44.6299593
560,10.9503214,44.6363959
561,10.951785,44.6357817
562,10.9521625,44.6445505
563,10.9561305,44.6456435
564,10.9552455,44.6448297
565,10.954532,44.6441387
566,10.9536716,44.6434191
567,10.9535799,44.6434197
568,10.9534851,44.6434508
569,10.9534244,44.6434801
570,10.9533032,44.6435859
571,10.9532713,44.6436413
572,10.9532733,44.6436961
573,10.9533352,44.6437696
574,10.9540272,44.6435952
575,10.9547124,44.6443374
576,10.9592027,44.6441042
577,10.9564115,44.6422599
578,10.9566106,44.6420112
579,10.9563678,44.6414865
580,10.9571257,44.642349
581,10.9609136,44.6419586
582,10.9607095,44.6417809
583,10.9605816,44.6416319
584,10.9606971,44.6415642
585,10.9570853,44.6420001
586,10.9339885,44.6411014
587,10.9333834,44.6404038
588,10.9324829,44.6418958
589,10.9312539,44.6014922
590,10.8654363,44.6011932
591,10.8658954,44.6016883
592,10.8661404,44.6020461
593,10.866316,44.6023574
594,10.8684695,44.6068888
595,10.870414,44.6101969
596,10.8715621,44.6118545
597,10.8719322,44.6120798
598,10.8723451,44.6122381
599,10.8765693,44.6136758
600,10.8814419,44.6154517
601,10.883363,44.6163637
602,10.8854637,44.6172822
603,10.8939726,44.636339
604,10.8948341,44.6362073
605,10.8950847,44.6361494
606,10.8952697,44.6360915
607,10.8968297,44.6355236
608,10.8979407,44.6352711
609,10.8940703,44.636552
610,10.8945559,44.6364398
611,10.8968974,44.635616
612,10.902924,44.6344219
613,10.9029964,44.6344832
614,10.8980031,44.6353589
615,10.9644679,44.6478642
616,10.9646929,44.6492731
617,10.9652032,44.6500891
618,10.9648772,44.6482794
619,10.9522702,44.6565955
620,10.9516067,44.6563519
621,10.9486765,44.6554696
622,10.9527603,44.6583088
623,10.9528377,44.6581789
624,10.9528592,44.6579885
625,10.9528232,44.657872
626,10.9528005,44.6575571
627,10.9528869,44.65744
628,10.9533532,44.6573197
629,10.953756,44.6574034
630,10.9528043,44.6577766
631,10.9529021,44.6578616
632,10.9530663,44.657939
633,10.9532772,44.6579408
634,10.9537203,44.6576552
635,10.9530718,44.6569291
636,10.9536633,44.6570685
637,10.9540014,44.6570103
638,10.9542799,44.6568641
639,10.9544836,44.6567205
640,10.9545052,44.6570146
641,10.9544541,44.6573559
642,10.9545474,44.657622
643,10.9547064,44.6578294
644,10.955248,44.6582238
645,10.931994,44.6240397
646,10.9271043,44.6270809
647,10.8873727,44.6181944
648,10.8890316,44.6193375
649,10.8880739,44.6185884
650,10.8870643,44.6184786
651,10.8869497,44.618508
652,10.8864161,44.6188112
653,10.8862137,44.6190584
654,10.8858517,44.6199556
655,10.8857039,44.6201102
656,10.8851183,44.6201211
657,10.884857,44.6200692
658,10.8847029,44.620076
659,10.9304152,44.6361685
660,10.9382562,44.6483136
661,10.9417712,44.6518323
662,10.9424474,44.652626
663,10.9414386,44.6529631
664,10.9410631,44.6523945
665,10.9418821,44.6521048
666,10.9414428,44.6515658
667,10.9416105,44.6515035
668,10.9426323,44.6525499
669,10.9443271,44.6519593
670,10.9460507,44.6514105
671,10.9476085,44.6510158
672,10.9520674,44.6493142
673,10.9528962,44.6490431
674,10.9558827,44.6483294
675,10.9560965,44.6483704
676,10.9566358,44.6482449
677,10.9570797,44.6481858
678,10.9589921,44.6478308
679,10.9608756,44.6472311
680,10.9615313,44.6470225
681,10.9624329,44.6469544
682,10.9629718,44.6475409
683,10.9630391,44.6476676
684,10.9279056,44.6712298
685,10.9278064,44.6703954
686,10.9278291,44.6702806
687,10.9274616,44.6726655
688,10.9275141,44.672496
689,10.9278162,44.6719498
690,10.9279093,44.6716827
691,10.9426138,44.6896444
692,10.9418628,44.6884995
693,10.9394206,44.6850738
694,10.9371414,44.6815154
695,10.9363533,44.6798124
696,10.9354898,44.6777381
697,10.9352323,44.6773691
698,10.9343708,44.6767398
699,10.8953076,44.6775278
700,10.9007144,44.6751617
701,10.9016586,44.6743441
702,10.8845591,44.6790518
703,10.885278,44.6789202
704,10.8873425,44.678747
705,10.8892369,44.6785883
706,10.8908087,44.678453
707,10.8938607,44.6779083
708,10.893183,44.6829959
709,10.8925621,44.6853473
710,10.8842894,44.6480595
711,10.8628927,44.6433191
712,10.9055326,44.630499
713,10.9066212,44.6302233
714,10.9073719,44.630021
715,10.9075643,44.6319923
716,10.9066631,44.6322075
717,10.9065183,44.6321422
718,10.9064081,44.6320734
719,10.9059864,44.6318389
720,10.9053749,44.6311546
721,10.9049051,44.6302965
722,10.9043376,44.6297773
723,10.9034678,44.6279212
724,10.9036864,44.6278946
725,10.9033526,44.6272511
726,10.9052407,44.6298267
727,10.906267,44.6295442
728,10.9052753,44.6276789
729,10.9062345,44.6321919
730,10.9055752,44.6323708
731,10.9083656,44.6317767
732,10.9058668,44.6332979
733,10.9044865,44.6311425
734,10.9040133,44.6306303
735,10.9039445,44.6305498
736,10.9038334,44.6305608
737,10.9033128,44.6306549
738,10.9024861,44.6307998
739,10.9017135,44.6309284
740,10.9010495,44.6312559
741,10.9036702,44.6312883
742,10.9069971,44.6331734
743,10.90398,44.6304831
744,10.9033565,44.6294185
745,10.9025389,44.6280496
746,10.9026432,44.6295522
747,10.9017605,44.6281585
748,10.9015922,44.6297516
749,10.9004421,44.6284419
750,10.8996857,44.6285975
751,10.8990136,44.6287366
752,10.9041612,44.6327353
753,10.9034334,44.6329229
754,10.9028309,44.6330782
755,10.8985906,44.6288361
756,10.9044868,44.629905
757,10.9044394,44.6299803
758,10.9046037,44.6303207
759,10.9063622,44.6317307
760,10.9065501,44.6320251
761,10.9064805,44.6299098
762,10.9075528,44.6295374
763,10.9078971,44.6294202
764,10.9085694,44.6294395
765,10.909334,44.6293661
766,10.9089301,44.6288618
767,10.9096964,44.6296695
768,10.910372,44.628929
769,10.9098197,44.6297334
770,10.9098179,44.6292265
771,10.9090854,44.6310088
772,10.910629,44.6287342
773,10.9101488,44.6301986
774,10.908471,44.631727
775,10.9097037,44.6306707
776,10.9025523,44.6308719
777,10.9102433,44.630144
778,10.9019604,44.6309575
779,10.9076176,44.6320544
780,10.9020765,44.6309667
781,10.908077,44.6337874
782,10.9113402,44.6334148
783,10.9173743,44.6298331
784,10.9195918,44.6325284
785,10.9194683,44.6325948
786,10.9132476,44.6265743
787,10.9135851,44.6268537
788,10.9130665,44.626371
789,10.9140405,44.6273489
790,10.914595,44.6278347
791,10.9076877,44.6337195
792,10.919672,44.632517
793,10.9195095,44.6326022
794,10.9195057,44.6325662
795,10.9079983,44.6336194
796,10.9078831,44.633548
797,10.9077828,44.6330868
798,10.9075555,44.6331118
799,10.9080096,44.633684
800,10.9046272,44.6339306
801,10.9046606,44.63417
802,10.9058443,44.6339111
803,10.9040272,44.6340573
804,10.9189828,44.6316552
805,10.9054411,44.6338451
806,10.9044503,44.6334027
807,10.904603,44.6338106
808,10.90447,44.6339121
809,10.9059622,44.6337903
810,10.9054159,44.6337321
811,10.9054597,44.6339505
812,10.904011,44.6339567
813,10.9046416,44.6340341
814,10.8971227,44.630362
815,10.8969231,44.630091
816,10.8983478,44.6290481
817,10.8985907,44.6289245
818,10.8990593,44.6294264
819,10.8988184,44.6295359
820,10.8976175,44.631607
821,10.8962788,44.6306453
822,10.8972872,44.6307776
823,10.8973507,44.6312164
824,10.9010282,44.6324691
825,10.9012625,44.632337
826,10.9017528,44.632839
827,10.9014504,44.6329666
828,10.9030813,44.6330137
829,10.9052331,44.6333217
830,10.903928,44.6334585
831,10.9031756,44.6334394
832,10.9033312,44.6335153
833,10.9020421,44.6332104
834,10.9024314,44.6335705
835,10.902971,44.6340722
836,10.9030951,44.6341502
837,10.9034749,44.6342022
838,10.9022537,44.6336453
839,10.9013064,44.6327564
840,10.9015393,44.6329538
841,10.9030814,44.6343908
842,10.9018895,44.6332892
843,10.9027825,44.633419
844,10.9035834,44.6341905
845,10.9034184,44.633928
846,10.9030469,44.633574
847,10.9011627,44.6324015
848,10.9003963,44.6315781
849,10.8980905,44.6289347
850,10.9036212,44.6342524
851,10.9019509,44.6332584
852,10.9016316,44.6329041
853,10.9023153,44.6336178
854,10.9047865,44.6342389
855,10.9026031,44.6339253
856,10.902399,44.6337905
857,10.9031866,44.6347509
858,10.9030228,44.6346442
859,10.9028395,44.6345841
860,10.9026035,44.6345555
861,10.9034779,44.6347382
862,10.9037023,44.6351236
863,10.9035609,44.6350402
864,10.9035529,44.6343208
865,10.9036492,44.63437
866,10.9034962,44.6344969
867,10.9034699,44.6346031
868,10.9027674,44.6340859
869,10.9029408,44.6342073
870,10.9032542,44.6343069
871,10.9034102,44.6343182
872,10.9093425,44.6335531
873,10.9113687,44.6335531
874,10.910419,44.6326045
875,10.9093652,44.6332029
876,10.9093362,44.6336483
877,10.909344,44.6336908
878,10.9060016,44.6339847
879,10.9018895,44.6334567
880,10.901989,44.6336182
881,10.9023838,44.6340045
882,10.9024139,44.6341237
883,10.9022288,44.6344586
884,10.9020773,44.6345254
885,10.9015076,44.6346169
886,10.9013959,44.6346993
887,10.9112929,44.6333478
888,10.9115644,44.6331929
889,10.911156,44.6332381
890,10.9113458,44.6331276
891,10.9090789,44.6335456
892,10.909102,44.6331951
893,10.9088426,44.6335368
894,10.9088636,44.6331904
895,10.908632,44.6335347
896,10.9086416,44.6331881
897,10.9046539,44.6341219
898,10.9080283,44.6337903
899,10.9133266,44.6264764
900,10.9123475,44.6252924
901,10.9120447,44.6251603
902,10.9109306,44.6246721
903,10.9101282,44.6240916
904,10.9106152,44.6244951
905,10.9091407,44.6227247
906,10.9098528,44.6237862
907,10.9109504,44.624363
908,10.9113891,44.6246319
909,10.910255,44.623754
910,10.9106208,44.6241134
911,10.909346,44.6224395
912,10.9101197,44.6236004
913,10.9099696,44.6238486
914,10.9102655,44.6236252
915,10.9099589,44.6237493
916,10.9111036,44.6246076
917,10.9110251,44.6246514
918,10.9102482,44.6236928
919,10.9110834,44.6244902
920,10.9092147,44.62241
921,10.9090765,44.6225359
922,10.9090885,44.6224513
923,10.910716,44.620843
924,10.9102785,44.6198517
925,10.9093626,44.6177177
926,10.9089995,44.6167932
927,10.8914111,44.6198801
928,10.8904421,44.620127
929,10.9031174,44.6184646
930,10.8915791,44.6198497
931,10.8917493,44.6221794
932,10.8902474,44.620227
933,10.8938734,44.6197952
934,10.8935985,44.6198582
935,10.8931666,44.6198872
936,10.8920672,44.6197981
937,10.8966803,44.6193961
938,10.8953635,44.6194365
939,10.8949847,44.6194853
940,10.894442,44.6196049
941,10.901819,44.6186999
942,10.9028374,44.6185295
943,10.9020983,44.6186422
944,10.9025007,44.6185967
945,10.8973834,44.6193898
946,10.8999305,44.6192437
947,10.9005968,44.6191149
948,10.905325,44.6178089
949,10.9198432,44.6147946
950,10.9227763,44.6142342
951,10.9254348,44.6137221
952,10.9358419,44.6099503
953,10.906139,44.6275815
954,10.9071122,44.629319
955,10.907021,44.6292597
956,10.9076579,44.6288998
957,10.9077853,44.6288851
958,10.9078786,44.6288331
959,10.907945,44.6287272
960,10.9079199,44.6286339
961,10.9078158,44.6285658
962,10.9076579,44.6285406
963,10.9075018,44.6286052
964,10.9074462,44.6287147
965,10.906721,44.6286958
966,10.9059214,44.6289152
967,10.905625,44.6283491
968,10.906425,44.6281278
969,10.907017,44.6281891
970,10.9066643,44.6275093
971,10.9077767,44.627564
972,10.9078823,44.6276213
973,10.907993,44.6276431
974,10.9080882,44.6276249
975,10.9081342,44.6275864
976,10.9081673,44.6275387
977,10.9085953,44.6287456
978,10.9087922,44.6287486
979,10.9072836,44.6296806
980,10.9086849,44.6286522
981,10.9085411,44.630055
982,10.9085093,44.6307602
983,10.9083871,44.6325945
984,10.9085866,44.6326473
985,10.9093674,44.6331784
986,10.9085408,44.6331683
987,10.9093956,44.6329757
988,10.9103905,44.6323774
989,10.9110904,44.6330268
990,10.9085545,44.6328891
991,10.9086654,44.6325339
992,10.9089433,44.6323718
993,10.9091502,44.6323402
994,10.9093398,44.6323547
995,10.9094529,44.6323703
996,10.9096858,44.6323669
997,10.9098801,44.6323224
998,10.9100648,44.6322433
999,10.9101654,44.632187
1000,10.9094453,44.6326617
1001,10.9094054,44.6326905
1002,10.9097078,44.6317752
1003,10.9097586,44.6316881
1004,10.9097426,44.6315907
1005,10.9096681,44.6315162
1006,10.9095387,44.6314727
1007,10.909392,44.631484
1008,10.9090068,44.631131
1009,10.9104246,44.6319658
1010,10.9104821,44.6318444
1011,10.9105055,44.6317262
